Natalie Perez,natalie.perez@u.edu,https://u.zoom.us/j/89793500377
Nevaeh Barnes,nevaeh.barnes@u.edu,https://u.zoom.us/j/87954504103
Noah Jones,noah.jones@u.edu,https://u.zoom.us/j/82235740273
Nora Hill,nora.hill@u.edu,https://u.zoom.us/j/56530787955
Olivia Williams,olivia.williams@u.edu,https://u.zoom.us/j/53192947653
Onur Flores,onur.flores@u.edu,https://u.zoom.us/j/93523132388
Orion Ford,orion.ford@u.edu,https://u.zoom.us/j/28411075308
Oscar Reynolds,oscar.reynolds@u.edu,https://u.zoom.us/j/70755385232
Paisley Reed,paisley.reed@u.edu,https://u.zoom.us/j/17724216389
Penelope Hernandez,penelope.hernandez@u.edu,https://u.zoom.us/j/41214774636
Peyton Ross,peyton.ross@u.edu,https://u.zoom.us/j/72312424620
Piper Coleman,piper.coleman@u.edu,https://u.zoom.us/j/46616238831
Quinn Jenkins,quinn.jenkins@u.edu,https://u.zoom.us/j/22692064334
Riley Wright,riley.wright@u.edu,https://u.zoom.us/j/55326556790
Roberto Graham,roberto.graham@u.edu,https://u.zoom.us/j/12135094206
Rong Foster,rong.foster@u.edu,https://u.zoom.us/j/64092486336
Rosemary  Russell,rosemary.russell@u.edu,https://u.zoom.us/j/76993227083
Ross Simmons,ross.simmons@u.edu,https://u.zoom.us/j/67614377012
Ruby Kelly,ruby.kelly@u.edu,https://u.zoom.us/j/33722139836
Sadie Henderson,sadie.henderson@u.edu,https://u.zoom.us/j/95344927391
Sara Alexander,sara.alexander@u.edu,https://u.zoom.us/j/50782153084
Sarah Cox,sarah.cox@u.edu,https://u.zoom.us/j/93400932879
Sarah Gonzales,sarah.gonzales@u.edu,https://u.zoom.us/j/15025045523
Savannah Evans,savannah.evans@u.edu,https://u.zoom.us/j/75772636221
Scarlett Lewis,scarlett.lewis@u.edu,https://u.zoom.us/j/33975637524
Serenity Price,serenity.price@u.edu,https://u.zoom.us/j/30872791676
Skylar Morris,skylar.morris@u.edu,https://u.zoom.us/j/34375841266
Sofia Robinson,sofia.robinson@u.edu,https://u.zoom.us/j/98147134052
Sophia Miller,sophia.miller@u.edu,https://u.zoom.us/j/81484721310
Stella Mitchell,stella.mitchell@u.edu,https://u.zoom.us/j/98213581216
Victoria Lee,victoria.lee@u.edu,https://u.zoom.us/j/73444885890
Violet Campbell,violet.campbell@u.edu,https://u.zoom.us/j/14393433255
Wilson Cole,wilson.cole@u.edu,https://u.zoom.us/j/96478197239
Xianhua Woods,xianhua.woods@u.edu,https://u.zoom.us/j/16903167402
Zoe Roberts,zoe.roberts@u.edu,https://u.zoom.us/j/85496409292
Zoey Lopez,zoey.lopez@u.edu,https://u.zoom.us/j/11993472822
